person	Miguel	213
person	Officially	213
person	C.D.	213
person	Enrique	213
person	Aurelio	213
person	Antonio	213
person	Manuel	213
person	Miguel	213
person	Officially	213
person	C.D.	213
location	Madrid	214
location	San	214
location	San	214
person	Enrique	213
person	Aurelio	213
person	Antonio	213
person	Manuel	213
person	Miguel	213
person	Officially	213
person	C.D.	213
location	Madrid	214
location	San	214
location	San	214
organization	Royal	215
organization	Getafe	215
organization	Municipal	215
person	Osasuna	216
person	Osasuna	216
location	El	217
location	La	217
person	Osasuna	216
location	El	217
location	La	217
organization	navy	218
organization	UEFA	218
person	Studio	219
person	Studio	219
location	Turin	220
location	Italy	220
location	Alps	220
location	Alps	220
person	Studio	219
location	Turin	220
location	Italy	220
location	Alps	220
location	Alps	220
location	San	223
location	San	223
person	Santos	225
person	Santos	225
location	Venancio	226
location	Brazil	226
person	Santos	225
location	Venancio	226
location	Brazil	226
person	Andrea	228
person	Andrea	228
location	Lega	229
location	Italy	229
location	Switzerland	229
location	Poland	229
person	Andrea	228
location	Lega	229
location	Italy	229
location	Switzerland	229
location	Poland	229
person	Christian	231
person	Christian	231
location	Lega	232
location	Italy	232
location	Turkey	232
location	Ghana	232
location	Macedonia	232
location	Denmark	232
person	Christian	231
location	Lega	232
location	Italy	232
location	Turkey	232
location	Ghana	232
location	Macedonia	232
location	Denmark	232
organization	Four	233
person	Daniel	234
person	Daniel	234
person	Daniel	234
person	Luciano	252
person	Luciano	252
location	Balnearia	253
person	Luciano	252
location	Balnearia	253
organization	Racing	254
organization	Argentine	254
organization	Racing	254
person	Andrea	261
person	Felice	261
person	Andrea	261
person	Andrea	261
person	Felice	261
person	Andrea	261
person	Andrea	261
person	Felice	261
person	Andrea	261
person	Manuel	264
person	Octávio	264
person	Manuel	264
person	Octávio	264
location	Spain	265
location	England	265
location	France	265
location	Greece	265
person	Manuel	264
person	Octávio	264
location	Spain	265
location	England	265
location	France	265
location	Greece	265
organization	Postiga	266
organization	League	266
person	Chelsea	267
person	Cole	267
person	Cole	267
person	Cole	267
person	Cole	267
person	Chelsea	267
person	Cole	267
person	Chelsea	267
person	Cole	267
person	Cole	267
person	Cole	267
person	Cole	267
person	Chelsea	267
person	Cole	267
location	England	268
location	London	268
person	Chelsea	267
person	Cole	267
person	Cole	267
person	Cole	267
person	Cole	267
person	Chelsea	267
person	Cole	267
location	England	268
location	London	268
organization	UEFA	269
organization	UEFA	269
person	Adolfo	273
person	Adolfo	273
location	Balearic	274
location	Balearic	274
location	Buenos	274
person	Adolfo	273
location	Balearic	274
location	Balearic	274
location	Buenos	274
organization	Iberostar	275
organization	Bologna	278
organization	ND	281
organization	SNL	281
person	Erik	282
person	Erik	282
location	Moscow	283
location	Seattle	283
location	Los	283
location	Seattle	283
person	Erik	282
location	Moscow	283
location	Seattle	283
location	Los	283
location	Seattle	283
organization	UEFA	284
person	Manu	285
person	Manu	285
person	Manu	285
organization	UEFA	287
person	Xabier	288
person	Xabier	288
location	Spain	289
location	Algeria	289
location	Toulouse	289
location	France	289
location	Spain	289
location	La	289
location	Algeria	289
location	Algeria	289
person	Xabier	288
location	Spain	289
location	Algeria	289
location	Toulouse	289
location	France	289
location	Spain	289
location	La	289
location	Algeria	289
location	Algeria	289
organization	FC	290
organization	FC	290
organization	CA	290
location	Spain	292
location	Spain	292
person	Pedro	294
person	Pedro	294
location	San	295
location	Buenos	295
location	Argentina	295
location	Italy	295
location	Argentina	295
location	Italy	295
location	Argentina	295
location	Italy	295
person	Pedro	294
location	San	295
location	Buenos	295
location	Argentina	295
location	Italy	295
location	Argentina	295
location	Italy	295
location	Argentina	295
location	Italy	295
person	Navarro	300
person	Navarro	300
person	Navarro	300
person	Navarro	300
location	Balearic	301
person	Navarro	300
person	Navarro	300
location	Balearic	301
person	João	303
person	João	303
person	Pedro	303
person	João	303
person	Walter	303
person	João	303
person	João	303
person	João	303
person	Pedro	303
person	João	303
person	Walter	303
person	João	303
person	João	303
person	João	303
person	Pedro	303
person	João	303
person	Walter	303
person	João	303
organization	Brazilian	305
person	Samuel	306
person	Samuel	306
person	David	306
person	Samuel	306
person	Samuel	306
person	David	306
location	England	307
location	Sheffield	307
person	Samuel	306
person	Samuel	306
person	David	306
location	England	307
location	Sheffield	307
location	Racing	313
location	Racing	313
person	Mauro	315
person	Mauro	315
location	Spain	316
person	Mauro	315
location	Spain	316
organization	UD	317
organization	AS	320
person	Juan	321
person	Nacional	321
person	Juan	321
person	Nacional	321
location	Roma	322
location	Italy	322
person	Juan	321
person	Nacional	321
location	Roma	322
location	Italy	322
organization	Nacional	323
organization	FIFA	323
location	Mexico	328
location	Mexico	328
person	Andrea	330
person	Ivan	330
person	Bovo	330
person	Andrea	330
person	Ivan	330
person	Bovo	330
location	Venice	331
location	Venice	331
location	Italy	331
location	Italy	331
person	Andrea	330
person	Ivan	330
person	Bovo	330
location	Venice	331
location	Venice	331
location	Italy	331
location	Italy	331
organization	UEFA	332
location	Udine	334
location	Italy	334
location	Udine	334
location	Italy	334
location	Europe	340
location	Europe	340
location	Sicily	343
location	Sicily	343
location	Italy	343
location	Italy	343
location	Sicily	343
location	Sicily	343
location	Italy	343
location	Italy	343
organization	Anglo	344
organization	UEFA	344
person	Simone	348
person	Silvano	348
person	Simone	348
person	Silvano	348
location	Torino	349
person	Simone	348
person	Silvano	348
location	Torino	349
organization	FC	350
organization	FIFA	350
person	Fernando	351
person	El	351
person	Chelsea	351
person	Atlético	351
person	Torres	351
person	Robbie	351
person	Torres	351
person	Chelsea	351
person	Fernando	351
person	El	351
person	Chelsea	351
person	Atlético	351
person	Torres	351
person	Robbie	351
person	Torres	351
person	Chelsea	351
location	Spain	352
location	Madrid	352
location	La	352
person	Fernando	351
person	El	351
person	Chelsea	351
person	Atlético	351
person	Torres	351
person	Robbie	351
person	Torres	351
person	Chelsea	351
location	Spain	352
location	Madrid	352
location	La	352
organization	Premier	353
person	Luigi	354
person	Luigi	354
location	Italy	355
location	Italy	355
person	Luigi	354
location	Italy	355
location	Italy	355
person	Mario	357
person	Mario	357
person	Mario	357
person	Roberto	360
person	Roberto	360
location	Paris	361
person	Roberto	360
location	Paris	361
person	Juventus	363
person	Rosina	363
person	Rosina	363
person	Juventus	363
person	Rosina	363
person	Rosina	363
location	Zenit	364
location	Roma	364
location	Milan	364
person	Juventus	363
person	Rosina	363
person	Rosina	363
location	Zenit	364
location	Roma	364
location	Milan	364
organization	Cittadella	365
person	Fernando	366
person	Since	366
person	Juan	366
person	Fernando	366
person	Since	366
person	Juan	366
person	Fernando	366
person	Since	366
person	Juan	366
organization	Primavera	368
organization	Champions	368
location	Nice	370
location	France	370
location	Nice	370
location	France	370
person	Iriney	372
person	Iriney	372
location	Spain	373
location	Spain	373
location	Madrid	373
location	La	373
person	Iriney	372
location	Spain	373
location	Spain	373
location	Madrid	373
location	La	373
organization	UD	374
person	Società	375
person	Società	375
location	Siena	376
location	Florence	376
person	Società	375
location	Siena	376
location	Florence	376
organization	Society	377
person	Benito	378
person	Benito	378
person	Benito	378
person	Jose	381
person	Wesley	381
person	Jose	381
person	Wesley	381
location	United	382
location	Milan	382
location	Livorno.	382
person	Jose	381
person	Wesley	381
location	United	382
location	Milan	382
location	Livorno.	382
organization	Inter	383
organization	Inter	383
location	Empoli	385
location	Italy	385
location	Florence	385
location	Empoli	385
location	Italy	385
location	Florence	385
organization	European	386
person	Bari	387
person	David	387
person	Igor	387
person	Antonio	387
person	Bari	387
person	David	387
person	Igor	387
person	Antonio	387
location	Southern	388
location	Italy	388
person	Bari	387
person	David	387
person	Igor	387
person	Antonio	387
location	Southern	388
location	Italy	388
organization	US	389
person	Serie	390
person	Serie	390
location	Cesena	391
person	Serie	390
location	Cesena	391
person	Gaetano	393
person	Gaetano	393
location	Catania	394
location	Sicily	394
location	Italy	394
location	Sicily	394
person	Gaetano	393
location	Catania	394
location	Sicily	394
location	Italy	394
location	Sicily	394
organization	Royal	395
person	Cino	396
person	Carlo	396
person	Serie	396
person	Cino	396
person	Carlo	396
person	Serie	396
person	Cino	396
person	Carlo	396
person	Serie	396
person	Ahmed	399
person	Ahmed	399
location	Roma	400
location	Crotone	400
person	Ahmed	399
location	Roma	400
location	Crotone	400
person	Rafael	402
person	Pablo	402
person	Rafael	402
person	Pablo	402
location	New	403
location	Mexico	403
location	France	403
location	Spain	403
location	Monaco	403
location	Monaco	403
person	Rafael	402
person	Pablo	402
location	New	403
location	Mexico	403
location	France	403
location	Spain	403
location	Monaco	403
location	Monaco	403
person	Aurelio	405
person	William	405
person	Aurelio	405
person	William	405
location	Naples	406
location	Southern	406
location	Italy	406
person	Aurelio	405
person	William	405
location	Naples	406
location	Southern	406
location	Italy	406
organization	Cricket	407
person	July	408
person	July	408
location	Rome	409
location	Roma	409
location	Roma	409
location	Roma	409
location	Italy	409
location	Turkey	409
person	July	408
location	Rome	409
location	Roma	409
location	Roma	409
location	Roma	409
location	Italy	409
location	Turkey	409
organization	On	410
location	Cartagena	412
location	Cartagena	412
location	Madrid	415
location	Madrid	415
location	La	415
location	Madrid	415
location	Madrid	415
location	La	415
organization	CF	416
person	Michael	417
person	Josef	417
person	Michael	417
person	Josef	417
location	Czech	418
person	Michael	417
person	Josef	417
location	Czech	418
organization	FC	419
person	David	420
person	David	420
location	Serie	421
location	Milan	421
person	David	420
location	Serie	421
location	Milan	421
organization	RCD	422
person	S.L.	426
person	F.C.	426
person	S.L.	426
person	F.C.	426
location	England	427
location	Argentina	427
location	São	427
location	São	427
location	Paraguay	427
person	S.L.	426
person	F.C.	426
location	England	427
location	Argentina	427
location	São	427
location	São	427
location	Paraguay	427
person	Coach	429
person	Coach	429
location	Madrid	430
person	Coach	429
location	Madrid	430
location	Rio	433
location	Brazil	433
location	Rio	433
location	Brazil	433
person	Andrea	435
person	Andrea	435
person	Andrea	435
person	Ben	438
person	Ben	438
location	France	439
location	Paris	439
location	Paris	439
location	Camp	439
person	Ben	438
location	France	439
location	Paris	439
location	Paris	439
location	Camp	439
organization	AC	440
person	Luís	450
person	Castro	450
person	G.D.	450
person	Licá	450
person	Luís	450
person	Castro	450
person	G.D.	450
person	Licá	450
person	Luís	450
person	Castro	450
person	G.D.	450
person	Licá	450
organization	CA	458
person	Nancy	459
person	Nancy	459
location	France	460
location	France	460
person	Nancy	459
location	France	460
location	France	460
organization	RC	461
person	Rúben	468
person	Rúben	468
person	Rúben	468
person	Thomas	471
person	Thomas	471
person	Thomas	471
person	Thomas	471
location	Madrid	472
person	Thomas	471
person	Thomas	471
location	Madrid	472
organization	UD	476
person	Jorge	477
person	Jorge	477
person	Jorge	477
location	Madrid	481
location	Madrid	481
person	James	489
person	Carlos	489
person	Carlos	489
person	Carlos	489
person	James	489
person	Carlos	489
person	Carlos	489
person	Carlos	489
person	James	489
person	Carlos	489
person	Carlos	489
person	Carlos	489
organization	Carlos	491
organization	Argentine	491
person	Nicholas	501
person	Nicholas	501
person	Nicholas	501
person	Alex	504
person	Alex	504
person	Alex	504
organization	AS	512
person	Cups	522
person	Cups	522
location	Spain	523
location	Spain	523
person	Cups	522
location	Spain	523
location	Spain	523
organization	Sporting	524
organization	First	524
organization	Jerez-born	524
organization	Nervión	524
organization	First	524
organization	Pro	527
person	Rafael	534
person	Rafael	534
person	Manuel	534
person	Luis	534
person	Rafael	534
person	Rafael	534
person	Manuel	534
person	Luis	534
location	Madrid	535
location	Spain	535
location	Santiago	535
location	Santiago	535
location	Santiago	535
person	Rafael	534
person	Rafael	534
person	Manuel	534
person	Luis	534
location	Madrid	535
location	Spain	535
location	Santiago	535
location	Santiago	535
location	Santiago	535
organization	UEFA	536
organization	European	536
person	Andrea	540
person	Zdravko	540
person	Andrea	540
person	Zdravko	540
person	Andrea	540
person	Zdravko	540
organization	Inter	542
organization	AS	542
organization	UEFA	542
person	Adrian	561
person	Simone	561
person	Adrian	561
person	Simone	561
person	Adrian	561
person	Simone	561
person	Alberto	564
person	Alberto	564
person	Alberto	564
person	Andrea	573
person	Andrea	573
person	Andrea	573
person	Andy	579
person	Andy	579
person	Andy	579
location	Milan	589
location	Internazionale	589
location	Lombardy	589
location	Milan	589
location	Internazionale	589
location	Lombardy	589
organization	Pro	590
organization	Inter	590
organization	C1	590
person	Les	594
person	Felipe	594
person	Les	594
person	Felipe	594
location	New	595
location	Spain	595
location	Camp	595
location	Europe	595
location	Camp	595
location	Camp	595
location	Camp	595
location	Barcelona	595
person	Les	594
person	Felipe	594
location	New	595
location	Spain	595
location	Camp	595
location	Europe	595
location	Camp	595
location	Camp	595
location	Camp	595
location	Barcelona	595
organization	UEFA	596
location	Como	598
location	Como	598
person	Andrea	606
person	Andrea	606
person	Andrea	606
person	Regina	612
person	Regina	612
location	Italy	613
person	Regina	612
location	Italy	613
person	Tonny	615
person	Tonny	615
location	Italy	616
person	Tonny	615
location	Italy	616
person	Miguel	618
person	Manuel	618
person	Miguel	618
person	Manuel	618
person	Miguel	618
person	Manuel	618
organization	FC	620
person	Michael	621
person	Alex	621
person	Ivan	621
person	Michael	621
person	Alex	621
person	Ivan	621
location	Agazzi	622
person	Michael	621
person	Alex	621
person	Ivan	621
location	Agazzi	622
person	Ricardo	624
person	Ricardo	624
location	San	625
person	Ricardo	624
location	San	625
location	Perugia	628
location	Italy	628
location	Italy	628
location	Italy	628
location	Apulia	628
location	Perugia	628
location	Italy	628
location	Italy	628
location	Italy	628
location	Apulia	628
organization	BAT	629
organization	Four	629
organization	Best	629
organization	Prima	629
organization	Divisione	629
organization	Group	629
person	Daniele	630
person	He	630
person	Alessio	630
person	Daniele	630
person	He	630
person	Alessio	630
location	A.S.	631
location	Denmark	631
person	Daniele	630
person	He	630
person	Alessio	630
location	A.S.	631
location	Denmark	631
person	1902	633
person	1902	633
location	La	634
location	La	634
person	1902	633
location	La	634
location	La	634
organization	Royal	635
organization	UEFA	635
person	Joel	642
person	Joel	642
person	Samuel	642
person	Joel	642
person	Joel	642
person	Samuel	642
person	Joel	642
person	Joel	642
person	Samuel	642
organization	UEFA	644
organization	Inter	644
person	Santos	645
person	Santos	645
location	Italy	646
person	Santos	645
location	Italy	646
person	José	648
person	José	648
person	José	648
person	Mateus	651
person	Mateus	651
person	Mateus	651
person	Its	660
person	Juventud	660
person	Its	660
person	Juventud	660
location	La	661
location	La	661
location	Valencia	661
location	La	661
person	Its	660
person	Juventud	660
location	La	661
location	La	661
location	Valencia	661
location	La	661
person	Caio	672
person	Caio	672
location	Italy	673
person	Caio	672
location	Italy	673
person	Isaac	678
person	Alberto	678
person	Isaac	678
person	Alberto	678
location	Italy	679
location	Italy	679
person	Isaac	678
person	Alberto	678
location	Italy	679
location	Italy	679
location	Santa	688
location	Canary	688
location	La	688
location	Santa	688
location	Canary	688
location	La	688
person	Michele	693
person	Alessandro	693
person	Per	693
person	Michele	693
person	Alessandro	693
person	Per	693
location	Milan	694
location	San	694
person	Michele	693
person	Alessandro	693
person	Per	693
location	Milan	694
location	San	694
person	Denis	696
person	Denis	696
person	Denis	696
person	Douglas	699
person	Currently	699
person	Douglas	699
person	Currently	699
location	Brazil	700
person	Douglas	699
person	Currently	699
location	Brazil	700
location	Madrid	703
location	Madrid	703
organization	FC	704
organization	League	704
organization	FC	704
person	Kostas	705
person	Manolas	705
person	Manolas	705
person	Manolas	705
person	Kostas	705
person	Manolas	705
person	Manolas	705
person	Manolas	705
location	Athens	706
person	Kostas	705
person	Manolas	705
person	Manolas	705
person	Manolas	705
location	Athens	706
organization	AEK	707
organization	AEK	707
organization	AEK	707
organization	AO	707
organization	MVP	707
person	Jaime	708
person	Andrea	708
person	Jaime	708
person	Andrea	708
location	Italy	709
location	La	709
person	Jaime	708
person	Andrea	708
location	Italy	709
location	La	709
person	Goran	711
person	Cristian	711
person	Goran	711
person	Cristian	711
location	Milan	712
location	Indonesia	712
person	Goran	711
person	Cristian	711
location	Milan	712
location	Indonesia	712
organization	Pro	713
organization	Inter	713
organization	Inter	713
person	Mario	714
person	Mario	714
location	Italy	715
person	Mario	714
location	Italy	715
person	Javier	720
person	Javier	720
person	Javier	720
person	Serie	723
person	Serie	723
person	Serie	723
location	Rouen	727
location	Rouen	727
organization	CMS	728
organization	Management	728
person	Diego	729
person	Diego	729
person	Diego	729
person	Diego	729
person	Diego	729
person	Diego	729
location	France	733
location	France	733
person	Estadio	735
person	Estadio	735
person	Estadio	735
person	Estadio	735
location	Seville	736
location	Spain	736
location	Germany	736
location	France	736
location	Boca	736
person	Estadio	735
person	Estadio	735
location	Seville	736
location	Spain	736
location	Germany	736
location	France	736
location	Boca	736
organization	AZ	737
organization	CSKA	737
organization	UEFA	737
location	France	739
location	Algeria	739
location	France	739
location	France	739
location	Algeria	739
location	France	739
organization	Étoile	740
person	Borja	744
person	Borja	744
location	Madrid	745
location	Atlético	745
person	Borja	744
location	Madrid	745
location	Atlético	745
person	James	747
person	Historically	747
person	James	747
person	Historically	747
location	Italy	748
person	James	747
person	Historically	747
location	Italy	748
organization	Old	749
location	Italy	751
location	Italy	751
location	Italy	751
location	Italy	751
organization	Premier	752
organization	NextGen	752
location	Latvia	754
location	Latvia	754
person	Jonathan	756
person	De	756
person	Bobby	756
person	Jonathan	756
person	De	756
person	Julian	756
person	Jonathan	756
person	De	756
person	Bobby	756
person	Jonathan	756
person	De	756
person	Julian	756
location	Canada	757
location	the	757
location	the	757
location	Beijing	757
location	Scarborough	757
location	Ontario	757
location	Canada	757
location	Philippines	757
location	Jamaica	757
location	Canada	757
location	Toronto	757
person	Jonathan	756
person	De	756
person	Bobby	756
person	Jonathan	756
person	De	756
person	Julian	756
location	Canada	757
location	the	757
location	the	757
location	Beijing	757
location	Scarborough	757
location	Ontario	757
location	Canada	757
location	Philippines	757
location	Jamaica	757
location	Canada	757
location	Toronto	757
organization	Feyenoord	758
organization	RCD	758
location	Manchester	760
location	Moscow	760
location	Rio	760
location	Manchester	760
location	Moscow	760
location	Rio	760
organization	Premier	761
organization	Red	761
organization	UEFA	761
organization	FIFA	761
organization	PFA	761
person	Delfino	777
person	Delfino	777
person	Delfino	777
location	Belgrade	781
location	Belgrade	781
organization	FK	782
organization	OFK	782
organization	FK	782
organization	Belgian	782
organization	On	782
organization	FK	782
organization	FK	785
person	Alex	786
person	Evra	786
person	Alex	786
person	Evra	786
location	Manchester	787
location	France	787
location	Manchester	787
location	France	787
location	Senegal	787
location	Europe	787
location	France	787
location	Paris	787
location	Italy	787
location	Sicily	787
person	Alex	786
person	Evra	786
location	Manchester	787
location	France	787
location	Manchester	787
location	France	787
location	Senegal	787
location	Europe	787
location	France	787
location	Paris	787
location	Italy	787
location	Sicily	787
organization	CO	788
person	Manuel	789
person	Manuel	789
person	Manuel	789
person	Matías	792
person	Ricardo	792
person	Matías	792
person	Ricardo	792
location	Spain	793
location	Spain	793
location	Spain	793
person	Matías	792
person	Ricardo	792
location	Spain	793
location	Spain	793
location	Spain	793
organization	RCD	794
person	Lucas	798
person	Lucas	798
location	Madrid	799
person	Lucas	798
location	Madrid	799
organization	FC	800
organization	League	800
organization	FC	800
organization	FC	800
location	Verona	802
location	Italy	802
location	Italy	802
location	Verona	802
location	Italy	802
location	Italy	802
organization	ISCOM	803
organization	SMA	803
location	Santa	805
location	Turin	805
location	Italy	805
location	Il	805
location	Rome	805
location	Marathon	805
location	Santa	805
location	Turin	805
location	Italy	805
location	Il	805
location	Rome	805
location	Marathon	805
organization	XX	806
organization	IX	806
organization	Duce	806
organization	World	806
organization	Tower	806
person	Joseph	807
person	Joseph	807
person	Joseph	807
person	Tony	810
person	Tony	810
location	Germany	811
person	Tony	810
location	Germany	811
organization	BATE	812
organization	UEFA	812
person	Pierpaolo	813
person	Lorenzo	813
person	Pierpaolo	813
person	Lorenzo	813
location	Como	814
location	Como	814
person	Pierpaolo	813
person	Lorenzo	813
location	Como	814
location	Como	814
organization	On	815
organization	UEFA	815
organization	Resto	815
person	Crotone	816
person	Martina	816
person	Serie	816
person	Crotone	816
person	Martina	816
person	Serie	816
location	Milan	817
person	Crotone	816
person	Martina	816
person	Serie	816
location	Milan	817
person	Les	819
person	Les	819
location	Spain	820
location	Mali	820
location	Keita	820
location	France	820
location	France	820
person	Les	819
location	Spain	820
location	Mali	820
location	Keita	820
location	France	820
location	France	820
organization	FC	821
organization	UEFA	821
organization	FC	821
organization	SC	821
person	Lopez	822
person	Lopez	822
location	Milan	823
location	River	823
location	With	823
location	With	823
person	Lopez	822
location	Milan	823
location	River	823
location	With	823
location	With	823
person	Luis	825
person	Luis	825
location	La	826
location	La	826
person	Luis	825
location	La	826
location	La	826
person	Viktor	828
person	Juve	828
person	Viktor	828
person	Viktor	828
person	Juve	828
person	Viktor	828
location	Moscow	829
person	Viktor	828
person	Juve	828
person	Viktor	828
location	Moscow	829
person	Joan	831
person	Joan	831
person	Joan	831
organization	FC	833
organization	CF	833
person	Noé	834
person	Sean	834
person	Pedro	834
